,label,text
6741,fact,Barenboim dirige un Concierto de Año Nuevo marcado por el conflicto palestino-israelí: El maestro argentino-isra.. <link>
13863,fact,EP Desactivada en Turquía una potente bomba colocada en un autobús: Artificieros de la policía turca ha.. <link>
6739,fact,"Solbes: ""Estoy convencido de que va a ser un buen año"": Hace un año la inmensa mayoría de las previsiones económ.. <link>"
2473,fact,"'Gocho Juan': ""Los gochos no se rinden, van a seguir"" —  ConcluVIDENTE <mention>"
18968,sarcasm,El Carnet del Ministerio Supremo de La Felicidad lo dan en La Morgue de Bello Monte de Viernes a Domingo..... <hashtags>
12569,fact,EP China detiene a nueve monjes budistas por la explosión de una bomba en un edificio gubernamental: La.. <link>
2339,fact,. <mention> Hoy el mundo sabe que el régimen de <mention> viola los derechos humanos — <mention> <hashtags>
4543,fact,GM España presenta un nuevo ERE temporal en Figueruelas: Al margen del plan industrial de Magna para la fábrica.. <link>
16235,sarcasm,Los escuálidos malucos no reconocemos que los rojitos son más. Marcha madurista hoy 22/03/2014 2:50pm <hashtags> <pic>
11649,fact,EP Sepultados 200 trabajadores chinos por un corrimiento de tierra en la zona del terremoto: Justo una .. <link>
14720,fact,"Alabama emergency management officials say eight deaths are confirmed after an apparent tornado hit the town of Enterprise, and demolished a"
17592,sarcasm,Ustedes son mi todo. <hashtags>
20140,sarcasm,"Esto es lo último, RD ayudará a Honduras en la lucha contra el Narcotráfico, porque nosotros somos un ejemplo en esa materia <hashtags>"
24468,sarcasm,Yo votare por  PeñaNieto porque quien no quiere un presidente bonito. <mention> <hashtags>
2107,fact,Marco Coello: <mention> es una persona está dispuesto a soportarlo por el amor a Venezuela — <mention> <hashtags>
20939,sarcasm,por que si saben no? el  PRI no respeta el voto pero jamas jamas ha dejado de respetar la libertad de prensa... <hashtags>
4959,fact,Pfizer pagará 55 millones como indemnización tras provocar la muerte de 11 niños nigerianos: La mayor farmacéuti.. <link>
4473,fact,Barcelona y Valencia se disputan la final de la Copa Davis: La ITF rechaza los proyectos de Tenerife y Málaga p.. <link>
22865,sarcasm,"¿Cuándo te sientes reemplazado(a)? Si, eso pasa. Lo mejor :') <hashtags>"
5097,fact,"Marruecos expulsa a cuatro misioneras españolas por hacer ""proselitismo"": Después de los musulmanes chiíes y los.. <link>"
7669,fact,Marsans advierte de que la expropiación de Aerolíneas amenazará la inversión española en el país: El grup.. <link>
18662,sarcasm, debatecr esa es la no campaña sucia del PLN y el ML en anuncios. <hashtags>
269,fact,Comenzó el juicio hasta ahora más importante en Alemania por venta de armas. Directivos del fabricante alemán Heckler & Koch fueron acusados de la venta ilegal de fusiles a México. <pic>
13023,fact,EP Paleontólogos brasileños y argentinos descubren un nuevo tipo de gran dinosaurio herbívoro: Un grupo.. <link>
12199,fact,EP El Gobierno levantará en breve la recomendación de no consumir aceite de girasol: Las partidas de ac.. <link>
18439,sarcasm,Mi equipo tiene una suerte.. <hashtags>
10047,fact,"EP Edelenbos: ""La países de la Unión Europea carecen de voluntad política para garantizar los derechos .. <link>"
10316,fact,"EP ""Es un día fatal"", lamenta el párroco de Nájera: Una subasta que promete llevar a cabo la casa Sothe.. <link>"
25330,sarcasm,"De las cosas bellas q tiene mi pais, la q mas me gusta es q se va la luz!! <hashtags>"
12779,fact,EP Almunia confirma que Bruselas rebajará sus previsiones de crecimiento para 2008: La desaceleración e.. <link>
4836,fact,No es claro el aumento de desplazados: Acción Social: Se registran desplazados por hechos ocurridos en los años .. <link>
20109,sarcasm,Owww'S me encanta q este tan pendiente de mi :3 ! ---->Que putaSssss..... !?  Sarcasmo :S :'S
26121,sarcasm,"he decidido que para 2010, en twitter voy a seguir a chicas guapas como esta: <link>  sarcasmo adoro ser sarcastico, sabian."
52,fact,Reacciones de líderes mundiales a la decisión de Donald Trump de reconocer a Jerusalén como capital de Israel <mention> <hashtags> <pic>
25361,sarcasm,via <mention> Que es magallanes? que es un magallanero?? eso existe? es una plaza? un cagadero? un cochinero? jajaja <hashtags>
23209,sarcasm,"Aprovechando el dia civico, voy a llevar a lavar el carro y a hacer un poco de jardineria <hashtags>"
2521,fact,Sigue en vivo por <mention> la sesión de la OEA sobre la situación en <hashtags> <pic>
4246,fact,VIDEO: Una emprendedora social con buen ojo para los negocios <link>
19906,sarcasm,Gracias <mention> x la eficacia de tu señal el dia de hoy!!! <hashtags>
4533,fact,¿Qué les pareció episodio de Lucho Garzón ebrio insultando a una periodista y amenazando de muerte a otro? <link>
14314,fact,Turquía da inicio al proceso para elegir a su primer presidente islamista: El parlamento turco ha comenza.. <link>
24151,sarcasm,Linda la presidenta municipal <mention> que siempre responde tweets  sarcasmo debe estar muuuuy ocupada.
14186,fact,A Naomi Campbell le llueven las demandas: Pocos meses después de que Naomi Campbell fuera condenada a asi.. <link>
16047,sarcasm,"Gostamos mesmo é de sacanear a Argentina, nem que pra isso seja necessário perder deles: <link> <hashtags>"
5032,fact,El G-20 destina un billón de dólares extra para luchar contra la crisis: Los líderes del G20 reunidos en Londres.. <link>
22162,sarcasm,millos golea hoy al atletico de madrid  sarcasmo <mention> <mention> <mention>
12580,fact,EP Galliani viaja la próxima semana a Barcelona para cerrar el fichaje de Ronaldinho: El consejero dele.. <link>
15867,sarcasm,"é pra ser  ignorante,  sarcástica,  irônica? então, serei!"
12407,fact,EP ETA hace estallar una bomba en Guipúzcoa sin provocar heridos: ETA ha hecho estallar una bomba sobre.. <link>
6467,fact,Israel discute en Egipto las condiciones para un alto el fuego: Mientras Israel prosigue y endurece su ofensiva .. <link>
18580,sarcasm,<mention> <mention> con que cultura estamos llenando españa! Ole! <hashtags>
22676,sarcasm,Messi tuvo qe ir solo por el balón y ninguno de su equipo se lo dio se ve que fueron importantes esos 5 goles y lo quieren  sarcasmo JAJA
22933,sarcasm,Crees q nO me dOy cuenta !! :S  sarcasmO !!
6453,fact,"""Latinoamérica ya no necesita ayuda de EE UU"": Fernando Henrique Cardoso (Río de Janeiro, 1931), el primer presi.. <link>"
712,fact,Frailes franciscanos acompañan protesta de la Usac. Fotos: E. Paredes y A. Escobar <pic>
24169,sarcasm,"OOOh que lastima joee Arshavin no se viene al Madrid, ya no podemos cantarle en el Bernabeu Arshavin, Arshavan, Arshavin von van! <hashtags>"
2796,fact,"Hallan ""superanticuerpo"" contra todos los virus de gripe, lo que podría conducir a una vacuna universal <link> <hashtags>"
4456,fact,"CCM duplica su morosidad hasta el 17,33% en seis meses: La tasa de morosidad de Caja Castilla-La Mancha (CCM) s.. <link>"
6725,fact,"Nadal empieza el año con victoria: Rafael Nadal, número uno del tenis mundial, ha regresado victorioso a las pis.. <link>"
268,fact,La fiscal General Thelma Aldana se despide del comisionado Iván Velásquez luego de su última conferencia durante su periodo de cuatro años como jefa del Ministerio Público. Fotos: Esbin García <pic>
22763,sarcasm,"cual ministra d educacion fue q se durmió en la cadena?como hay ministerio para,preescolar,primaria, secundaria,superior,y demas? <hashtags>"
23420,sarcasm,"me hablan tantos, que me tildan la compu.. <hashtags>"
10256,fact,EP La burocracia retrasa la aplicación del 'divorcio rápido' en Perú: La nueva y polémica ley peruana d.. <link>
15312,sarcasm,"RT <mention>  EsteRegresoAClases va a ser hermoso, hare muchos muchos amigos y entregare todo a tiempo!  Sarcasmo  Sarcasmo+"
19238,sarcasm,Gracias por todo. <hashtags>
17446,sarcasm,"<mention> menos mal hay ""autoridad"" ambiental <hashtags>"
9918,fact,EP Manifestación por la libertad sin cargos de Remedios García Albert: Varias decenas de personas se ha.. <link>
14129,fact,Japón remodela su Gobierno: Frente al fracaso: renovación parcial. Para remontar sus más bajas El primer .. <link>
20986,sarcasm,"El HT  sarcasmo no debería existir, la gente por pura inteligencia debería deducirlo"
23972,sarcasm,Danna Paola es la Miranda Cosgrove Mexicana <hashtags>
6751,fact,Continúa la alerta por aludes en el Pirineo catalán: El Servicio Meteorológico de Cataluña (SMC) ha alertado del.. <link>
6866,fact,El Rey reclama una supervisión más eficaz del sector financiero: Después de cuatro años dedicado a mediar en la .. <link>
11991,fact,EP Se buscan 25.000 ingenieros: La denuncia no es nueva: faltan profesionales en el sector de las nueva.. <link>
22847,sarcasm,"Gracias selena por arruinar mi noche, gracias justin por no ir a los grammys y gracias alfredo por mentir :') <hashtags>"
23457,sarcasm,Dicen que hackearon la cuenta de la gober y pusieron puras obras que no ha hecho!  sarcasmo!
22605,sarcasm,El problema de usar medios electrónicos de comunicación como las redes sociales es que no transmiten las emociones como el  sarcasmo.
22485,sarcasm,Jajaja entra mi papá a mi cuarto y me dice que haces? y yo nada no me vez aquí divirtiéndome?  sarcasmo y me dice si claro ya me di cuenta
19500,sarcasm,"Todo en la vida es pasajero, menos el chofer, él siempre conduce. <hashtags>"
26141,sarcasm,"Llegar al estadio a las 2 y tener q salir alrededor de las 12 (siendo optimistas) por la lluvia, no tiene precio... <hashtags>"
3832,fact,"Los argentinos están bien representados en CNN EN ESPAÑOL! Felicitaciones en el Día de la Patria… Diego Bustos,... <link>"
1681,fact,Así se vive el entusiasmo de los mexicanos antes del partido contra Jamaica  CopaenMarcha | Sigue a <mention> <pic>
11243,fact,EP El tribunal escucha hoy las supuestas descalificaciones de Losantos a Gallardón: El juicio contra el.. <link>
76,fact,La actividad del volcán  Kilauea continúa y arroja nuevos peligros en Hawaii. [el] <hashtags> <pic>
25746,sarcasm,"ME ENCANTA llegar a mi casa medio muerta, y recordar que mañana tengo examen de fisica y no se nada :) ufff <hashtags>"
11272,fact,EP Zapatero cuestiona ante Berlusconi el uso de la vía penal contra la inmigración ilegal: El jefe del .. <link>
7877,fact,Gasol puede con O'Neal: El escolta brasileño Leandro Barbosa no había jugado su mejor baloncesto desde qu.. <link>
3313,fact,Julian Assange contestará a las preguntas de los lectores en The Guardian ( <mention> a las 14 horas <link> <hashtags>
18262,sarcasm,¿En qué canal de TV puedo seguir la audiencia de LL? <hashtags>
4131,fact,Teletón por Haití a partir de las 8pm hora de ATL organizado por George Clooney.
7131,fact,Triano hace funcionar a los Raptors: El alero Chris Bosh aportó 18 puntos y el base español José Manuel Calderón.. <link>
7422,fact,Rienda se vuelve a caer: La española María José Rienda se ha caído durante la primera manga del gigante d.. <link>
3653,fact,Felicidades a los colombianos por los 200 años de su independencia. Cobertura todo el día en CNN en Español.
549,fact, LoÚltimo Endurecen condena contra Rafael Uribe Noguera: ahora pagará 58 años de cárcel. <hashtags> <pic>
10736,fact,EP Alemania hará exámenes para los inmigrantes mayores de 16 años que quieran nacionalizarse: ¿En qué a.. <link>
21663,sarcasm,Curioso. Todos los hijos de ex presidentes han sido candidatos o presidentes menos Manuel Mora <hashtags>
394,fact,"CRISIS HUMANITARIA Los camioneros, víctimas reiteradas de la ola de saqueos en <hashtags> <pic>"
17423,sarcasm,PAC y Frente Amplio votan en contra de moción para censurar actos en Venezuela. No lo puedo creer <hashtags>
7661,fact,El Nikkei se desploma casi un 7% tras una jornada en rojo a ambos lados del Atlántico: Los mercados asiát.. <link>
10450,fact,EP Trama de fósiles milenaria y millonaria: Fue una llamada anónima la que puso en alerta a la Interpol.. <link>
14711,fact,Former Sen. John Edwards today announced he will continue his Democratic presidential campaign even though his wife Elizabeths cancer has r
5656,fact,La constructora francesa Eiffage anuncia el despido de 220 personas en España: El grupo francés de construcción .. <link>
17799,sarcasm,Insulta todo lo que quieras..luego te disculpas y no pasó nada..la gente ama a los arrepentidos ... <hashtags>
913,fact, ÚLTIMAHORA Nadal gana su décimo título en Roland Garros  RG2017  AFP 2005 2006 2007 2008 2010 2011 2012 2013 2014 2017 <pic>
7179,fact,Fin del optimismo económico en Perú: El mensaje de invulnerabilidad ante la crisis internacional que pretendía t.. <link>
10098,fact,"EP Solbes: ""Permitir a las comunidades tener déficit no es abandonar la estabilidad"": El vicepresidente.. <link>"
25674,sarcasm,"Acabo de ver lo de Gio ""Pechofrío"" Moreno. Qué gran pérdida para el fútbol colombiano, nos acabaron el crack!! <hashtags>"
22034,sarcasm,Ufff no vaya a ser que Justin no pueda dormir por ese TT  Sarcasmo jajajaja
14323,fact,Nasdaq baraja vender su participación del 31% en la Bolsa de Londres: La Bolsa electrónica estadounidense.. <link>
11708,fact,EP Los dominicanos eligen presidente: Los dominicanos han comenzado a acudir a las urnas hoy para elegi.. <link>
17079,sarcasm,"Si el problema del violador está en la cabeza, que apliquen la solución de la Reina de Corazones de Alicia. <hashtags>"
15367,sarcasm,gente que no sube vídeos hace como 2 siglos y se hacen llamar vloggers pffffffffffffffffffffff <hashtags>
13213,fact,EP El Racing toma oxígeno: El Racing se impuso por 2-0 al Valladolid en un mal partido de ambos equipos.. <link>
12846,fact,EP Cannavaro apuesta por Kaká: El defensor italiano del Real Madrid Fabio Cannavaro ha asegurado que su.. <link>
14023,fact,Las protestas contra el Gobierno chileno dejan al menos 400 detenidos: Alrededor de 400 personas han sido.. <link>
4761,fact,Arranca gira de Uribe por Europa: El mandatario será homenajeado en España antes de reunirse con el papa Benedic.. <link>
14726,fact,"A shooting in Philadelphia leaves five people dead in what police are calling a murder-suicide, CNN confirms."
20557,sarcasm,Es  sarcasmo cuándo sale de uno y  ofensa cuándo proviene de otro  ayboricua de <hashtags>
20129,sarcasm,"Ese Osvaldo Rodríguez es un verdadero crack, un 10 completo <hashtags>"
24360,sarcasm,Lo mejor de este acuerdo es q POR FIN tenemos relación diplomática con Nicaragua. Ya podemos ir a ese país sin visa <hashtags>
9740,fact,EP Freire abandona por probelmas estomacales: El ciclista español Óscar Freire se ha retirado de la pru.. <link>
10540,fact,EP Mal verano para las sardinas: Mientras los datos del INE reflejan que los precios en su conjunto han.. <link>
1733,fact,Hoy 6pmET <mention> el embajador de  Venezuela ante la OEA Bernardo Álvarez responde a la carta de Almagro a Maduro <pic>
25550,sarcasm,"Golaaaaso de Messi, se puso nervioso pa definir (  sarcasmo) jajaja sin mucho brillo Barcelona gana 2x0 al Osasuna"
19231,sarcasm,Me facina que se tarden en contestar los mensajes <hashtags>
15456,sarcasm,Mañana nos verán en el recreo a <mention> <mention> <mention> <mention> y a mi con los cuadernos en las manos! Estupendo-  Sarcasmo D:
6051,fact,Cae una red militarizada que robaba en viviendas y comercios: La Policía ha desarticulado una red asentada en Ma.. <link>
11870,fact,"EP La Generalitat justifica la venta de agua por el ""estrangulamiento"" hídrico de Valencia: El portavoz.. <link>"
3289,fact,10 cosas que quizás no sepas sobre los Premios  Nobel <link>
21927,sarcasm,Queee liindo el trafico de la Ciudad de Mexico! Ya lo extrañaba!!  sarcasmo jajaja
19464,sarcasm,Me encanta la gente que entra a un sitio y saluda a 1 persona de 4 que están reunidas. <hashtags>
16281,sarcasm,Me vas a gastar la batería del teléfono de tantos mensajes que me mandas. <hashtags>
15274,sarcasm,Hay personas que tienen un caminado único <hashtags>
21143,sarcasm,Me encanta cuando me respondes!... <hashtags>
14647,fact,Rey resalta que Venezuela clasificó invicta a cuartos de final <link>
917,fact, FOTOS Una mirada al volcán que dentro de su cráter tiene un lago y una isla <pic>
224,fact," ÚLTIMAHORA La crisis en Venezuela es ""una de las mayores de la economía moderna"" (FMI) <hashtags> <pic>"
16409,sarcasm,YO NUNCA PIENSO EN TI <hashtags>
25583,sarcasm,Mi maestro me dejo tareaa de maas!!! OHSII *-* <hashtags>
23140,sarcasm,Me encanta;; estooi tan emociionada.. Pasarmela donde mi abuela haciendo nada hasta sabra dio que hora : ) salto de emocion <hashtags>
20678,sarcasm, YoOdioQue al final de una oración me escriban ;) <hashtags>
12454,fact,"EP Las letras peruanas, protagonistas en la Feria del Libro de Valladolid: La literatura peruana, con a.. <link>"
98,fact, ULTIMAHORA Casa Blanca prohíbe las transacciones con la moneda digital venezolana
18691,sarcasm,Los futbolistas si son chivas y como tienen estilo.  SARCASMO. NO ES VERDAD.
8989,fact,Fuerzas paquistaníes disparan contra dos helicópteros de la OTAN en Afganistán: Dos helicópteros de la mi.. <link>
2851,fact,¿Qué es una Rapsodia Bohemia? <link> <hashtags>
21650,sarcasm,Estoy tan sin que hacer que me aventaría el libro de cañitas de Carlos trejo o vería alguna de sus investigaciones <hashtags>
1786,fact,El ícono del pop  Prince falleció este jueves a los 57 años. ¿Cuál es tu canción favorita de su discografía? <pic>
4819,fact,Los trabajadores paralizan los astilleros de Sestao en protesta por la contrataci�n de extranjeros <link> ...
6632,fact,Zapatero reanuda los contactos en busca de un acuerdo en financiación: La ronda de contactos para perfilar el nu.. <link>
18810,sarcasm,Hoy Renaldo Balkman se convirtió en la marca de país de Puerto Rico <hashtags>
4721,fact,Personas que no han viajado a México se contagian de H1N1 en Alemania y Canadá <link>
509,fact,. <mention> Hay una censura total contra todo lo que tenga que ver con Correa | <mention> <hashtags>
9779,fact,EP Telefónica duplicará la velocidad sólo a los clientes que tengan contratado el antivirus: Telefónica.. <link>
16506,sarcasm,Juro que no estoy escuchando Payphone de Maroon 5 a todo volumen.. Casi ni me gusta <hashtags> <pic>
3844,fact,Médico de Cerati: Tendría que tener una complicación muy inesperada para que peligre la vida
11675,fact,"EP La segunda vida de Cubillo: Cuando me preguntan mi edad, yo siempre respondo que 30 años"". Antonio C.. <link>"
6392,fact,Miss España se queda sin cadena al terminar su contrato con Telecinco: Telecinco no renovará el contrato con la .. <link>
1752,fact, ÚLTIMAHORA Maduro ordena tomar plantas y encarcelar empresarios bajo el estado de excepción en <hashtags> <pic>
2459,fact,Hoy <mention> recibe la visita de <mention> y de <mention> Participa con  ilVoloEnCALA 9pmET (Foto <mention> <pic>
20265,sarcasm,"Como estaba estudiando para otra clase me mandó a leer en inglés en el medio del salón, casi muero de vergüenza, que malota. <hashtags>"
3988,fact,"Torturar en vivo, hasta causar la muerte: Polémica en Francia por documental sobre el poder de la televisión y los... <link>"
9161,fact,"La inyección de los bancos centrales no convence a las bolsas europeas, pero Wall Street despierta al fin.. <link>"
5017,fact,Demolición de Verdasco: De la semifinal soñada a la jornada frustrante. El torneo de Miami se quedó sin españole.. <link>
20010,sarcasm,Tremenda defensa en este juego <hashtags>
22679,sarcasm,<mention> Lo chingon de tener un gobierno priista es que asi todos podemos robar sin que nos digan nada!!!  Sarcasmo.
9735,fact,EP El Festival Internacional del Cante de las Minas arranca con un 'No hay billetes': El pregón a cargo.. <link>
15087,sarcasm,"Que? Pues Hidalgo lo hizo no? y la arenga y el fusilamiento de los hacendados... y muera el mal gobierno... bien historico, pues... <hashtags>"
20807,sarcasm,Las mujeres no les ven el culo a los hombres y los hombres no se.masturban.  SARCASMO.
2337,fact,. <mention> Yo no confío en la justicia venezolana porque no hay — <mention> <hashtags>
6337,fact,Localizadas tres mujeres inmigrantes ocultas en el doble fondo de una furgoneta: La Guardia Civil ha localizado .. <link>
17727,sarcasm,"""La avaricia del pueblo pidiendo un sueldo justo, esta dañando la economía"" ... <hashtags>"
9648,fact,EP El asesino de Lennon seguirá en prisión: Un comité de Nueva York ha denegado por quinta vez la liber.. <link>
19690,sarcasm,Ufff estamos trabajando mucho che! <hashtags>
7966,fact,Los líderes africanos se reúnen en Nairobi para discutir la crisis en el Congo: Líderes africanos y de lo.. <link>
23515,sarcasm,RT <mention> Amo a esos amigos/as que te buscan solo cuando el marido o la mujer los deja :D  sarcasmo // Son lo máximo ellos!
9939,fact,"EP Alonso: ""Renault no está bien en ningún sentido"": Apenas quedan esperanzas para Fernando Alonso en l.. <link>"
10103,fact,EP Obama se compromete a trabajar para lograr un acuerdo de paz entre Israel y Palestina: El candidato .. <link>
8027,fact,"La OIEA considera ""excelente"" el sistema de seguridad nuclear español pero pide más transparencia informa.. <link>"
25755,sarcasm,"Que el Chepo es técnico de la selección mexicana... que gusto me dá, ahora ya podré dormir tranquilo. <hashtags>"
21320,sarcasm,gracias UADY por darnos clase mañana <hashtags>
11596,fact,EP Israel y Siria inician conversaciones de paz bajo la mediación de Turquía: Israel y Siria han inicia.. <link>
3450,fact,Una mexicana de 101 años logra la ciudadanía de EE.UU. después de casi 70 años en Texas <link>
9653,fact,"EP México busca liberarse del secuestro: A Fernando, de 14 años, lo raptaron hombres vestidos de policí.. <link>"
14810,sarcasm,<mention> <mention> <mention> <mention> Qué va a ser cierto? Si delincuencia va a la baja en Cuenca del Papaloapan <hashtags>
25932,sarcasm,"Apoyen a las feas estas, Dan risa.  sarcasmo ( <mention> live at <link> )"
9394,fact,EP Muere una niña en Barcelona atropellada por la furgoneta de su padre: Una niña ha muerto este sábado.. <link>
24343,sarcasm,El sarcasmo no es lo mío. <hashtags>
5444,fact,"El futuro de Google Maps de la mano de Bernardo Hernández, pregúntale en ELPAÍS.com: <link>"
13028,fact,EP Putin visitará mañana Irán pese a los informes que alertan de un posible atentado contra su persona:.. <link>
914,fact, ÚLTIMAHORA | ¡Rafa Nadal logra su décimo  RolandGarros tras ganar a a Wawrinka! <hashtags> <pic>
9456,fact,EP Sony lanzará tres nuevos modelos de consolas en tres meses: Sony no está dispuesta a dejarse comer m.. <link>
5065,fact,"""Fue un icono de la democracia"": Políticos de diferentes fuerzas y líderes sociales y religiosos argentinos elog.. <link>"
23087,sarcasm,Amo que me Ignoren :] <hashtags>
26203,sarcasm,Y pensábamos que <mention> era él presidente más pendejo  sarcasmo Queremos un sistema judicial como el francés. O ya de perdida como el guatemaltco. El <mention> esta totalmente putrefacto.
18961,sarcasm,No hay necesidad de poner ''  Sarcasmo'' para que entiendadn que es sarcasmo.
6026,fact,Kobe y Pau resuelven ante unos Raptors sin Calderón: Los Lakers se vieron obligados a apretar de lo lindo para g.. <link>
7862,fact,No hay dinero para remozar el Ritz: Los ricos también lloran. La crisis económica ha llevado al emblemáti.. <link>
15344,sarcasm,"No entiendo porque nos quejamos de los conciertos, vienen los ""mejores del mundo"" Djs y cantautores <hashtags>"
12299,fact,EP La cadena de electrodomésticos Ivarte declara suspensión de pagos: Las dificultades que atraviesan a.. <link>
19869,sarcasm,"""Cuando no contesta""... lo mejor <hashtags>"
22906,sarcasm,"Ignacio Fernández Toxo: ""en invierno hace frío"". Qué alguien le dé un premio a la obviedad a este señor! <hashtags>"
4544,fact,El día en imágenes: Bebé de récord y mucha leche <link>
21549,sarcasm," CadenaNacional Cristina hablando, porque hoy hace nueve años que ÉL asumía ""la Presidencia mas gloriosa después de Perón"" <hashtags>"
907,fact,Bronca en el Congreso tras una referencia de Hernando a la relación de Iglesias y Montero. “Me refería a la relación política” dice Hernando <pic>
9944,fact,EP Música negra a las orillas del Duero: Tras los cientos de páginas que han llenado los cantos rodados.. <link>
21421,sarcasm,Esa canción de Karina va a pegar mañana jajajajajaja <hashtags>
2751,fact,"La tasa de paro aumenta en el primer trimestre de 2012 hasta el 24,4% y el número de parados sube en 365.900 personas hasta los 5.639.500"
22474,sarcasm,"Pues ya que, no nos queda más que acatar las hermosas y perfectas leyes que hay en nuestro <hashtags>"
8938,fact,"Alonso: ""Los milagros no existen"": Un problema en la bomba de la gasolina del Renault ha arruinado las op.. <link>"
2272,fact,"Felipe González: ""Me parece absolutamente innecesario que <mention> y <mention> estén en una prisión militar"" — <mention>"
12382,fact,EP Secuestrado por piratas un atunero vasco en aguas de Somalia: El barco atunero congelador vasco Play.. <link>
1446,fact, URGENTE Dimite Pedro Sánchez <pic>
17632,sarcasm,"<mention> <mention> <mention> Si tiene un vecino arenero, cuidado, puede ser un marero encubierto <hashtags>"
18761,sarcasm,Maravillosos ruidos de construcción para inspirarse. <hashtags>
4995,fact,"Un negocio de alto riesgo: Josep Bufí, propietario de la empresa catalana Innoenvas, y su empleado Alonso Boj fu.. <link>"
3729,fact,"Luis Carlos Vélez: Alguien me dijo esta frase acá en Johanesburgo ""Este es un mundial jugado en Africa, pagado por... <link>"
25265,sarcasm,Que orgullo para chetumal tendremos carrito sandwichero en chetumal <hashtags>
13927,fact,EP España arrolla a Grecia: Dos estilos bien diferentes se han presentado esta noche en el Madrid Arena.. <link>
766,fact, ULTIMAHORA EEUU prohibe transar bonos de Venezuela y de PDVSA (Casa Blanca) <hashtags> <pic>
22575,sarcasm," PrefieroPeña porque pues dice televisa que cumplio compromisos en el EdoMex, eso debe ser bueno no? <hashtags>"
13663,fact,EP Perú presentará en Chile una nueva petición de extradición del ex presidente Fujimori: La Embajada d.. <link>
11723,fact,EP El Supremo de California declara insconstitucional prohibir el matrimonio gay: La Corte Suprema del .. <link>
10348,fact,"EP Zapatero: ""No me niego a hablar de ninguna palabra, sólo tomo decisiones"": ¿Estamos en crisis? La pa.. <link>"
4317,fact,Los 'tories' renuncian al referéndum sobre el Tratado de Lisboa: El Partido Conservador británico ha renunciado.. <link>
10322,fact,EP Sólo dos de los inmigrantes supervivientes del naufragio se quedarán en España: El alcalde de Motril.. <link>
21441,sarcasm,""" <mention> La hincha mas fiel del pais, y yo soy Superman <hashtags> <pic>  SembrandoTerror D:"
6527,fact,El juez rechaza la petición de prisión para Madoff: El millonario neoyorquino Bernard Madoff permanecerá en arre.. <link>
8115,fact,Detenidos dos jóvenes en relación con la muerte de una menor en Ripollet: Los Mossos d'Esquadra han deten.. <link>
24456,sarcasm,Aqui esta el Twitter de <mention> para que le den sus buenos deseos y felicitaciones  Sarcasmo :)
10673,fact,"EP Djokovic cae ante Safin y Ferrero se retira: El serbio Novak Djokovic, número 3 del mundo, se despid.. <link>"
22017,sarcasm,"Stephanie Meyer, Gracias por destruir el mito del vampiro, gracias!!! <hashtags>"
20564,sarcasm,"Gracias <mention> , <mention> y yo te estaremos eternamente agradecidas...  sarcasmo jajajajaja  <pic>"
13088,fact,EP Persiste el desacuerdo entre EE UU y Rusia sobre el escudo antimisiles: La reunión de este viernes e.. <link>
18676,sarcasm,Otro  AmigoDelAlma para el gabinete del PPD. Que entusiasmo se siente en este gobierno. La vibra y nuevas ideas están brotando..... <hashtags>
5129,fact,Nueva bronca en el Senado italiano por la ley del testamento vital: Nuevo espectáculo bochornoso en el Senado it.. <link>
9202,fact,El 22% de los niños de entre 3 y 12 años sufre problemas de sobrepeso u obesidad: Un estudio antropométri.. <link>
18374,sarcasm,<mention> también a vender sus productos de altísima calidad (...) <hashtags>
25513,sarcasm,la patinata de la consolación estuvo tan buena que el otro no me la pierdo :) <hashtags>
12876,fact,"EP Hamilton: ""Tengo muchos años para proclamarme campeón"": El piloto inglés Lewis Hamilton ha reconocid.. <link>"
7920,fact,Llorente salva al Athletic en el último minuto: Fernando Llorente evitó la derrota del Athletic en Mallor.. <link>
15003,sarcasm,agora só falta a madona e o silvio santos  sarcástico ao extremo
5024,fact,El G-20 crea una 'superagencia' supervisora y destina un billón extra para luchar contra la crisis: Una nueva in.. <link>
23280,sarcasm,"Está pronosticado lluvia en Buenos Aires este Miercoles & Jueves, que divino. <hashtags>"
1540,fact,Un día como hoy en 1899 nació el escritor argentino Jorge Luis Borges <pic>
6745,fact,Al menos tres muertos en varias explosiones en el noroeste de la India: Al menos tres personas han muerto este j.. <link>
15504,sarcasm,"como sé quieren !! , se nota el compañerismo y la ayuda mutua entre uds! bravo !!  sarcasmo ... felizmente no soy parte de uds ;)"
16405,sarcasm,Una boda doble al final de la novela? QUE ORIGINAL! <hashtags>
19312,sarcasm,Oh se murio poresita xD xD xD xD <hashtags>
4881,fact,Exhuman los restos de ocho víctimas de las desmovilizadas Auc : Los restos fueron encontrados en la finca La Acu.. <link>
19686,sarcasm,Cosas que amo y la relacion de mi hermano con la novia <hashtags>
19245,sarcasm,Que pro... Nadie me habla :-) <hashtags>
21631,sarcasm,Una gringa diciendome que twittee en inglés uy sí ahorita te hago caso.. <hashtags>
23330,sarcasm,jugar una Libertadores o pelear el no descender....uff que difícil para Lobos <hashtags>
19234,sarcasm,"Muchas gracias a todos todos por sus buenos deseos para la liga, las buenas vibras <hashtags>"
1448,fact,Esta noche el presidente Obama participa enun foro de <mention> sobre las fuerzas armadas en EE.UU. - 9pmET <mention> <hashtags> <pic>
25635,sarcasm,"Pobresito el Real Madrid, no tiene equipo.  SARCASMO."
